millis	leftDistance	rightDistance	accel.x	accel.y	gyro.x	gyro.y	position	sensor1	sensor2	sensor3	sensor4	sensor5	sensor6	sensor7	sensor8	error	leftPWM	rightPWM	lost	last_sighted	Kp	Ki	Kd	Speed	ready
43432	2407.16	2392.90	0.00	0.00	0.00	120.00	1	963	970	0	0	0	0	0	0	-2999	120	0	0	1	0.27	0.00	0.00	120.00	1
43447	2411.92	2402.41	0.00	0.00	0.00	120.00	1	1000	993	3	0	0	0	0	0	-3002	120	0	0	1	0.27	0.00	0.00	120.00	1
43462	2415.48	2410.73	0.00	0.00	0.00	120.00	1	929	995	945	0	0	0	0	0	-2495	120	0	0	1	0.27	0.00	0.00	120.00	1
43477	2419.05	2419.05	0.00	0.00	0.00	120.00	1	2	1000	972	0	0	0	0	0	-2008	120	0	0	1	0.27	0.00	0.00	120.00	1
43492	2422.61	2427.37	0.00	0.00	0.00	120.00	1	2	989	1000	440	0	1	0	0	-1727	120	0	0	1	0.27	0.00	0.00	120.00	1
43507	2426.18	2436.88	0.00	0.00	0.00	120.00	1	2	3	978	974	1	1	0	0	-1002	120	0	0	1	0.27	0.00	0.00	120.00	1
43522	2428.56	2445.20	0.00	0.00	0.00	120.00	1	2	2	940	986	881	0	0	0	-522	120	0	0	1	0.27	0.00	0.00	120.00	1
43537	2432.12	2454.71	0.00	0.00	0.00	120.00	1	3	2	1	968	967	1	0	0	-1	120	120	0	1	0.27	0.00	0.00	120.00	1
43553	2435.69	2464.22	0.00	0.00	0.00	120.00	1	2	1	0	1	961	972	0	0	1002	0	120	0	1	0.27	0.00	0.00	120.00	1
43568	2439.26	2472.54	0.00	0.00	0.00	120.00	1	1	0	0	0	913	946	966	0	1518	0	120	0	1	0.27	0.00	0.00	120.00	1
43583	2444.01	2480.86	0.00	0.00	0.00	120.00	1	2	2	0	0	0	980	1000	1	2005	0	120	0	1	0.27	0.00	0.00	120.00	1
43598	2448.77	2487.99	0.00	0.00	0.00	120.00	1	1	0	0	0	0	927	981	961	2511	0	120	0	2	0.27	0.00	0.00	120.00	1
43614	2454.71	2495.13	0.00	0.00	0.00	120.00	1	2	2	0	0	0	6	1000	1000	3000	0	120	0	2	0.27	0.00	0.00	120.00	1
43629	2460.65	2501.07	0.00	0.00	0.00	120.00	1	2	2	0	0	0	1	1000	1000	3000	0	120	0	2	0.27	0.00	0.00	120.00	1
43644	2466.60	2507.01	0.00	0.00	0.00	120.00	1	1	1	0	0	0	0	982	989	3001	0	120	0	2	0.27	0.00	0.00	120.00	1
43659	2473.73	2511.77	0.00	0.00	0.00	120.00	1	3	3	1	1	0	1	975	1000	3006	0	120	0	2	0.27	0.00	0.00	120.00	1
43674	2480.86	2516.52	0.00	0.00	0.00	120.00	1	3	3	1	1	0	1	1000	1000	3000	0	120	0	2	0.27	0.00	0.00	120.00	1
43689	2489.18	2521.28	0.00	0.00	0.00	120.00	1	2	2	0	0	0	1	990	984	2998	0	120	0	2	0.27	0.00	0.00	120.00	1
43704	2496.32	2524.84	0.00	0.00	0.00	120.00	1	5	5	3	2	1	451	1000	1000	2723	0	120	0	2	0.27	0.00	0.00	120.00	1
43719	2504.64	2529.60	0.00	0.00	0.00	120.00	1	2	2	0	0	0	931	995	537	2340	0	120	0	2	0.27	0.00	0.00	120.00	1
43734	2512.96	2533.17	0.00	0.00	0.00	120.00	1	4	4	1	0	0	981	996	0	2003	0	120	0	2	0.27	0.00	0.00	120.00	1
43749	2521.28	2535.54	0.00	0.00	0.00	120.00	1	4	3	1	0	865	964	984	0	1542	0	120	0	2	0.27	0.00	0.00	120.00	1
43765	2530.79	2539.11	0.00	0.00	0.00	120.00	1	2	2	0	0	944	946	0	0	1000	0	120	0	2	0.27	0.00	0.00	120.00	1
43780	2540.30	2541.49	0.00	0.00	0.00	120.00	1	2	0	0	959	935	708	0	0	403	12	120	0	2	0.27	0.00	0.00	120.00	1
43795	2548.62	2545.05	0.00	0.00	0.00	120.00	1	3	2	6	982	956	1	0	0	-7	120	119	0	2	0.27	0.00	0.00	120.00	1
43810	2558.13	2548.62	0.00	0.00	0.00	120.00	1	3	3	998	986	0	0	0	0	-1004	120	0	0	2	0.27	0.00	0.00	120.00	1
43825	2566.45	2552.19	0.00	0.00	0.00	120.00	1	3	974	1000	839	0	0	0	0	-1548	120	0	0	2	0.27	0.00	0.00	120.00	1
43840	2574.77	2555.75	0.00	0.00	0.00	120.00	1	6	1000	1000	2	0	1	1	0	-2000	120	0	0	2	0.27	0.00	0.00	120.00	1
43855	2581.90	2560.51	0.00	0.00	0.00	120.00	1	1000	998	851	0	0	0	0	0	-2553	120	0	0	1	0.27	0.00	0.00	120.00	1
43871	2590.22	2565.26	0.00	0.00	0.00	120.00	1	1000	1000	2	1	1	2	2	1	-3000	120	0	0	1	0.27	0.00	0.00	120.00	1
43886	2596.17	2571.20	0.00	0.00	0.00	120.00	1	989	978	2	2	0	1	1	0	-3003	120	0	0	1	0.27	0.00	0.00	120.00	1
43901	2602.11	2575.96	0.00	0.00	0.00	120.00	1	981	963	0	0	0	0	0	0	-3005	120	0	0	1	0.27	0.00	0.00	120.00	1
43916	2608.05	2583.09	0.00	0.00	0.00	120.00	1	984	889	0	0	0	1	1	0	-3026	120	0	0	1	0.27	0.00	0.00	120.00	1
43931	2612.81	2589.04	0.00	0.00	0.00	120.00	1	1000	855	1	0	0	1	1	0	-3040	120	0	0	1	0.27	0.00	0.00	120.00	1
43946	2617.56	2596.17	0.00	0.00	0.00	120.00	1	1000	957	1	0	0	1	0	0	-3011	120	0	0	1	0.27	0.00	0.00	120.00	1
43961	2622.32	2603.30	0.00	0.00	0.00	120.00	1	987	982	0	0	0	1	0	0	-3002	120	0	0	1	0.27	0.00	0.00	120.00	1
43977	2625.89	2611.62	0.00	0.00	0.00	120.00	1	1000	993	1	0	0	1	0	0	-3002	120	0	0	1	0.27	0.00	0.00	120.00	1
43992	2629.45	2618.75	0.00	0.00	0.00	120.00	1	1000	1000	2	0	0	0	0	0	-3000	120	0	0	1	0.27	0.00	0.00	120.00	1
44007	2633.02	2627.07	0.00	0.00	0.00	120.00	1	964	992	833	1	0	0	0	0	-2547	120	0	0	1	0.27	0.00	0.00	120.00	1
44022	2636.58	2634.21	0.00	0.00	0.00	120.00	1	3	949	978	0	0	0	0	0	-1993	120	0	0	1	0.27	0.00	0.00	120.00	1
44037	2638.96	2642.53	0.00	0.00	0.00	120.00	1	1	977	957	6	0	2	0	0	-2006	120	0	0	1	0.27	0.00	0.00	120.00	1
44052	2642.53	2650.85	0.00	0.00	0.00	120.00	1	0	11	980	967	0	0	0	0	-1004	120	0	0	1	0.27	0.00	0.00	120.00	1
44067	2644.91	2659.17	0.00	0.00	0.00	120.00	1	1	0	964	949	25	0	0	0	-1004	120	0	0	1	0.27	0.00	0.00	120.00	1
44082	2647.28	2667.49	0.00	0.00	0.00	120.00	1	1	0	0	963	957	1	0	0	-2	120	120	0	1	0.27	0.00	0.00	120.00	1
44097	2650.85	2675.81	0.00	0.00	0.00	120.00	1	2	0	0	843	978	962	0	0	542	0	120	0	1	0.27	0.00	0.00	120.00	1
44112	2653.23	2684.13	0.00	0.00	0.00	120.00	1	2	1	0	0	974	966	1	0	997	0	120	0	1	0.27	0.00	0.00	120.00	1
44127	2657.98	2691.27	0.00	0.00	0.00	120.00	1	3	2	1	0	669	995	1000	1	1624	0	120	0	1	0.27	0.00	0.00	120.00	1
44142	2661.55	2698.40	0.00	0.00	0.00	120.00	1	0	0	0	0	0	922	980	0	2015	0	120	0	1	0.27	0.00	0.00	120.00	1
44157	2667.49	2704.34	0.00	0.00	0.00	120.00	1	1	0	0	0	0	965	1000	2	2008	0	120	0	1	0.27	0.00	0.00	120.00	1
44172	2672.25	2710.29	0.00	0.00	0.00	120.00	1	0	0	0	0	0	975	1000	16	2006	0	120	0	1	0.27	0.00	0.00	120.00	1
44188	2679.38	2716.23	0.00	0.00	0.00	120.00	1	0	0	0	0	0	958	947	5	1997	0	120	0	1	0.27	0.00	0.00	120.00	1
44203	2685.32	2720.98	0.00	0.00	0.00	120.00	1	0	1	0	0	0	975	1000	1	2006	0	120	0	1	0.27	0.00	0.00	120.00	1
44218	2692.45	2724.55	0.00	0.00	0.00	120.00	1	1	1	0	0	0	979	986	0	2001	0	120	0	1	0.27	0.00	0.00	120.00	1
44233	2699.59	2729.30	0.00	0.00	0.00	120.00	1	1	1	0	0	912	966	980	0	1523	0	120	0	1	0.27	0.00	0.00	120.00	1
44248	2706.72	2732.87	0.00	0.00	0.00	120.00	1	3	3	1	1	996	985	2	1	997	0	120	0	1	0.27	0.00	0.00	120.00	1
44263	2715.04	2736.44	0.00	0.00	0.00	120.00	1	1	2	0	826	969	968	0	0	551	0	120	0	1	0.27	0.00	0.00	120.00	1
44278	2723.36	2738.81	0.00	0.00	0.00	120.00	1	1	0	0	957	971	1	0	0	3	120	120	0	1	0.27	0.00	0.00	120.00	1
44293	2731.68	2743.57	0.00	0.00	0.00	120.00	1	2	2	982	986	253	0	0	0	-829	120	0	0	1	0.27	0.00	0.00	120.00	1
44308	2737.63	2747.14	0.00	0.00	0.00	120.00	1	0	866	985	968	0	0	0	0	-1464	120	0	0	1	0.27	0.00	0.00	120.00	1
44323	2744.76	2750.70	0.00	0.00	0.00	120.00	1	3	998	979	2	0	1	1	1	-2005	120	0	0	1	0.27	0.00	0.00	120.00	1
44338	2751.89	2755.46	0.00	0.00	0.00	120.00	1	979	961	937	0	0	0	0	0	-2515	120	0	0	1	0.27	0.00	0.00	120.00	1
44353	2757.83	2761.40	0.00	0.00	0.00	120.00	1	991	991	0	0	0	0	0	0	-3000	120	0	0	1	0.27	0.00	0.00	120.00	1
44368	2763.78	2767.34	0.00	0.00	0.00	120.00	1	1000	932	0	0	0	0	0	0	-3018	120	0	0	1	0.27	0.00	0.00	120.00	1
44383	2769.72	2773.29	0.00	0.00	0.00	120.00	1	1000	49	0	0	1	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44399	2774.48	2779.23	0.00	0.00	0.00	120.00	1	986	0	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44414	2778.04	2786.36	0.00	0.00	0.00	120.00	1	967	0	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44429	2782.80	2793.50	0.00	0.00	0.00	120.00	1	978	0	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44444	2786.36	2800.63	0.00	0.00	0.00	120.00	1	953	0	0	0	0	1	1	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44459	2788.74	2807.76	0.00	0.00	0.00	120.00	1	887	0	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44474	2792.31	2814.89	0.00	0.00	0.00	120.00	1	932	0	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44489	2794.68	2823.21	0.00	0.00	0.00	120.00	1	977	0	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44504	2797.06	2830.35	0.00	0.00	0.00	120.00	1	980	0	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44519	2799.44	2838.67	0.00	0.00	0.00	120.00	1	1000	0	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44534	2801.82	2846.99	0.00	0.00	0.00	120.00	1	1000	5	0	0	0	0	0	0	-3500	120	0	0	1	0.27	0.00	0.00	120.00	1
44549	2803.01	2855.31	0.00	0.00	0.00	120.00	1	978	848	0	0	0	0	0	0	-3036	120	0	0	1	0.27	0.00	0.00	120.00	1
44564	2804.19	2863.63	0.00	0.00	0.00	120.00	1	957	984	0	0	0	0	0	0	-2994	120	0	0	1	0.27	0.00	0.00	120.00	1
44579	2806.57	2873.14	0.00	0.00	0.00	120.00	1	981	981	5	0	0	0	0	0	-3000	120	0	0	1	0.27	0.00	0.00	120.00	1
44594	2807.76	2881.46	0.00	0.00	0.00	120.00	1	962	975	983	0	0	0	0	0	-2493	120	0	0	1	0.27	0.00	0.00	120.00	1
44610	2807.76	2890.97	0.00	0.00	0.00	120.00	1	2	982	1000	2	0	1	0	0	-1996	120	0	0	1	0.27	0.00	0.00	120.00	1
44625	2808.95	2900.48	0.00	0.00	0.00	120.00	1	0	966	969	972	0	0	0	0	-1498	120	0	0	1	0.27	0.00	0.00	120.00	1
44640	2810.14	2908.80	0.00	0.00	0.00	120.00	1	1	1	957	968	1	0	0	0	-998	120	0	0	1	0.27	0.00	0.00	120.00	1
44655	2810.14	2918.31	0.00	0.00	0.00	120.00	1	2	1	775	963	965	1	0	0	-430	120	4	0	1	0.27	0.00	0.00	120.00	1
44670	2811.33	2927.82	0.00	0.00	0.00	120.00	1	1	0	0	964	967	112	0	0	82	98	120	0	1	0.27	0.00	0.00	120.00	1
44685	2812.52	2937.33	0.00	0.00	0.00	120.00	1	2	1	0	2	971	965	0	0	998	0	120	0	1	0.27	0.00	0.00	120.00	1
44700	2814.89	2945.65	0.00	0.00	0.00	120.00	1	0	0	0	0	944	957	818	0	1453	0	120	0	1	0.27	0.00	0.00	120.00	1
44715	2817.27	2953.97	0.00	0.00	0.00	120.00	1	2	2	0	0	32	958	1000	1	2010	0	120	0	1	0.27	0.00	0.00	120.00	1
44730	2819.65	2961.11	0.00	0.00	0.00	120.00	1	1	0	0	2	0	967	979	0	2003	0	120	0	1	0.27	0.00	0.00	120.00	1
44745	2823.21	2968.24	0.00	0.00	0.00	120.00	1	2	2	0	0	0	1000	1000	3	2000	0	120	0	1	0.27	0.00	0.00	120.00	1
44760	2827.97	2974.18	0.00	0.00	0.00	120.00	1	2	2	0	0	0	970	982	5	2003	0	120	0	1	0.27	0.00	0.00	120.00	1
44775	2832.72	2980.12	0.00	0.00	0.00	120.00	1	2	1	0	0	0	965	998	0	2008	0	120	0	1	0.27	0.00	0.00	120.00	1
44790	2837.48	2984.88	0.00	0.00	0.00	120.00	1	3	2	1	1	3	989	1000	0	2002	0	120	0	1	0.27	0.00	0.00	120.00	1
44805	2842.23	2989.63	0.00	0.00	0.00	120.00	1	3	3	1	1	912	974	1000	0	1530	0	120	0	1	0.27	0.00	0.00	120.00	1
44821	2849.37	2994.39	0.00	0.00	0.00	120.00	1	2	1	0	0	964	954	5	0	997	0	120	0	1	0.27	0.00	0.00	120.00	1
44836	2855.31	2997.96	0.00	0.00	0.00	120.00	1	4	4	2	922	984	967	1	1	515	0	120	0	1	0.27	0.00	0.00	120.00	1
44851	2862.44	3001.52	0.00	0.00	0.00	120.00	1	3	2	5	996	976	2	0	2	-6	120	119	0	1	0.27	0.00	0.00	120.00	1
44866	2869.57	3006.28	0.00	0.00	0.00	120.00	1	3	2	974	950	793	0	0	0	-567	120	0	0	1	0.27	0.00	0.00	120.00	0
