millis	leftDistance	rightDistance	accel.x	accel.y	gyro.x	gyro.y	position	sensor1	sensor2	sensor3	sensor4	sensor5	sensor6	sensor7	sensor8	error	leftPWM	rightPWM	lost	last_sighted	Kp	Ki	Kd	Speed	ready
38229	9011.70	9759.40	0.00	0.00	1.06	125.00	1	7	6	4	3	954	955	30	2	1000	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38234	9012.89	9761.78	0.00	0.00	1.06	125.00	1	8	7	5	3	980	982	550	2	1328	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38250	9017.64	9768.91	0.00	0.00	1.06	125.00	1	10	8	7	4	80	980	956	5	1934	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38255	9020.02	9771.29	0.00	0.00	1.06	125.00	1	12	10	8	5	11	1000	1000	7	2000	0	125	0	1	0.12	0.010000	1.059049	125.000000	1
38271	9024.77	9777.23	0.00	0.00	1.06	125.00	1	13	12	9	5	8	987	988	992	2501	0	125	0	2	0.12	0.010000	1.059049	125.000000	1
38276	9027.15	9779.61	0.00	0.00	1.06	125.00	1	12	11	9	5	8	1000	970	992	2497	0	125	0	2	0.12	0.010000	1.059049	125.000000	1
38291	9034.28	9785.56	0.00	0.00	1.06	125.00	1	14	13	10	5	7	952	988	1000	2516	0	125	0	2	0.12	0.010000	1.059049	125.000000	1
38307	9040.23	9791.50	0.00	0.00	1.06	125.00	1	10	9	6	3	3	938	967	988	2517	0	125	0	2	0.12	0.010000	1.059049	125.000000	1
38312	9043.79	9792.69	0.00	0.00	1.06	125.00	1	12	10	8	4	6	980	965	480	2293	65	125	0	2	0.12	0.010000	1.059049	125.000000	1
38328	9050.93	9798.63	0.00	0.00	1.06	125.00	1	26	17	12	8	8	9	12	8	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
38333	9053.30	9801.01	0.00	0.00	1.06	125.00	1	13	11	7	4	3	4	7	4	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
38348	9061.62	9804.58	0.00	0.00	1.06	125.00	1	31	22	15	8	9	11	16	8	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
38353	9064.00	9805.76	0.00	0.00	1.06	125.00	1	20	16	11	5	7	8	11	6	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
38369	9073.51	9808.14	0.00	0.00	1.06	125.00	1	4	3	3	0	1	1	2	1	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
38374	9075.89	9809.33	0.00	0.00	1.06	125.00	1	5	5	3	1	2	2	2	1	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
38389	9085.40	9810.52	0.00	0.00	1.06	125.00	1	5	4	3	1	2	2	2	1	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
38394	9087.78	9811.71	0.00	0.00	1.06	125.00	1	4	3	2	1	1	1	0	1	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
38410	9097.29	9811.71	0.00	0.00	1.06	125.00	1	5	5	5	2	2	1	1	1	3500	0	125	1	2	0.12	0.010000	1.059049	125.000000	1
